'level1';'level2';'level3';'filter0';'filter1';'filter3';'Data[1]';'Data[2]';'Data[3]';'Data[9]';'Data[4]';'Data[6]';'Data[7]';'Data[8]';'Data[5]'
'ปราจีนบุรี';'กบินทร์บุรี';'วังดาล';'96303';'94000';'วัดรัตนชมภู';'น้ำท่วมขังบริเวณสนามกีฬา
และถนนเข้าโรงเรียนได้รับ
ความเสียหาย';'1 แห่ง';'1.วางท่อระบายน้ำ ขนาด 10"6 เมตร 2.ถมดินปรับพื้นบริเวณน้ำท่วม 20 ลบ.ม. 3.งานเทพื้นคอนกรีต 1.5x230x0.10 เมตร';'25010097';'นายมานพนวลสนิท';;;;
'ปราจีนบุรี';'กบินทร์บุรี';'วังดาล';'981778';'958300';'วัดวังหวาย';'น้ำท่วมอาคารเรียนและ
สนามกีฬาได้รับความเสียหาย';'1 หลัง  1 แห่ง';'1.เปลี่ยนเสาและยกพื้นอาคารเรียน แบบ ป.1ข หน้า 8x8"  200 ต้น 2.ถมดิน 733 ลบ.ม. 3.เทพื้นคอนกรีตเสริมเหล็ก ขนาด 4.7x12x0.07ม 4.ซ่อมแซมบันได ';'25010094';'นางสาวสายทองสมเชื้อ';'-';;;
'ปราจีนบุรี';'กบินทร์บุรี';'นาแขม';'1234932';'1205400';'วัดศรีสวัสดิ์';'น้ำใหลท่วมถนนเข้าโรงเรียนได้รับ
ความเสียหาย';'1 แห่ง';'1.ปรับพื้นก่อสร้างถนน คสล.  8x238 ม.';'25010063';'นายสุชิน  ทวีพงศ์';'037215309';'037480044';;
'ปราจีนบุรี';'ศรีมหาโพธิ';'หัวหว้า';'277947';'271300';'หัวซาวิทยา';'น้ำใหลท่วมบริเวณโรงเรียน
ได้รับความเสียหาย';'1 แห่ง';'ถมดินซ่อมแซมสนามและด้านหลังอาคารเรียน';'25010244';'นายสังเกษชินสร้อย';'037408264';;;
'ปราจีนบุรี';'ศรีมโหสถ';'ไผ่ชะเลือด';'413078';'403200';'วัดไผ่งาม';'น้ำใหลท่วมอาคารเรียนได้รับความเสียหาย
';'1 แห่ง';'เทพื้นคอนกรีต 1200   ตร ม';'25010258';'นายคมกริชทัพกิฬา';;;;
'ปราจีนบุรี';'ศรีมหาโพธิ';'ศรีมหาโพธิ';'298232';'291100';'อนุบาลศรีมหาโพธิ์';'น้ำใหลท่วมอาคารเรียนและ
บริเวณโรงเรียนได้รับความ
เสียหาย';'1 แห่ง';'รางระบายน้ำ  ถมดิน ปูพื้นกระเบื้อง 45 ตรม.';'25010229';'??????????  ?????';'037279341';'null';'null';'null'
'ปราจีนบุรี';'ศรีมหาโพธิ';'ศรีมหาโพธิ';'298232';'291100';'อนุบาลศรีมหาโพธิ์';'น้ำใหลท่วมอาคารเรียนและ
บริเวณโรงเรียนได้รับความ
เสียหาย';'1 แห่ง';'รางระบายน้ำ  ถมดิน ปูพื้นกระเบื้อง 45 ตรม.';'25012024';'นายวัชร        วงษ์สด';'037279200';;'037279436';'srimahaphotschool@yahoo.com'
'ปราจีนบุรี';'บ้านสร้าง';'บางพลวง';'404370';'394700';'บ้านคลองบางไซ';'น้ำใหลท่วมอาคารเรียน
และบริเวณโรงเรียนได้รับ
ความเสียหาย';'1 หลัง  1 แห่ง';'ถมดิน,เปลี่ยนพื้นอาคารเรียน';'25010168';'นางสาวสุภาลักษณ์ศิริโท';'037480099';;;
'ปราจีนบุรี';'กบินทร์บุรี';'วังท่าช้าง';'469836';'458600';'บ้านวังกวาง';'น้ำใหลท่วมถนนเข้าโรงเรียนได้รับ
ความเสียหาย';'1 แห่ง';'1.เทพื้นถนน คสล. หนา 0.12 ม.กว้าง 4 ม. ยาว 273 ม.';'25010114';'นายสินสมุท  เหมนาค';'037297097';;'037297097';'wangkang 33 @ thaimail . com'
'ปราจีนบุรี';'กบินทร์บุรี';'ย่านรี';'590932';'576800';'วัดย่านรี';'น้ำใหลท่วมอาคาร
อเนกประสงค์/สนามกีฬา
และถนนเข้าโรงเรียนได้รับ
ความเสียหาย';'1 หลัง  1 แห่ง';'1.ซ่อมแซมสนามฟุตบอล    -ทรายถม 1233 ลบ.ม.-ดินลูกรัง 475 ลบ.ม.2.ซ่อมแซมถนนคอนกรีต   -เทพื้น คสล. 6x100x.15   3.ซ่อมแซมอาคารเอนกประสงค์   -ประตู ขนาด80x180 ซม. 2 บาน   -ทาสีส้วม 72 ตร.ม.3.ซ่อมแซมกำแพงป้ายชื่อโรงเรียน   -ป้าย ขนาด 1.5x5 ม. หนา 30 ซม.-เสารั้ว ขนาด 0.15x2.00 ม. 30 ต้น';'25010085';'นายทวีศักดิ์   ถึกไทย';'017577406';'098172438';;
'ปราจีนบุรี';'กบินทร์บุรี';'วังดาล';'249363';'243400';'วัดใหม่พรหมสุวรรณ';'น้ำใหลท่วมอาคารเรียน/
สนามกีฬาและถนนทางเข้า
โรงเรียนได้รับความเสียหาย';'1 หลัง  1 แห่ง';'1.อาคารเรียนแบบ ป1ก -ปูกระเบื้องระเบียงหน้าอาคาร ขนาด 12"x12"2.ถนนคอนกรีตและสนามภายในโรงเรียน   -ปูนซีแพคผสมเสร็จ 300 ตร.ม.   -ท่อคอนกรีต 30 ซม. 10 ท่อ    -ถมดินลูกรัง 120 ลบ.ม.';'25010092';'นายเรืองฤทธิ์พันธ์วิไล';;;;
'ปราจีนบุรี';'กบินทร์บุรี';'เมืองเก่า';'371279';'362400';'อนุบาลกบินทร์บุรี';'น้ำท่วมขังบริเวณสนามกีฬา
ได้รับความเสียหาย';'1 แห่ง';'1.สนามกีฬาของโรงเรียน    -ถมทรายปรับพื้นสนาม 10080 ลบ.ม.    -วางท่อระบายน้ำขนาด  0.30 ซม';'25010075';'นายจรูญสุริรัมย์';'037202894';;;
'ปราจีนบุรี';'กบินทร์บุรี';'เมืองเก่า';'1430304';'1396100';'บรรหารวิทยา';'น้ำท่วมอาคารเรียน/บริเวณ
สนามและถนนเข้าโรงเรียน
ได้รับความเสียหาย';'1 หลัง  1 แห่ง';'1.อาคารเรียนแบบ ป1ก 4 ห้อง   -ประตูไม้เนื้อแข็ง ขนาด120x120 จำนวน 8 บาน   -รางน้ำพร้อมท่อยาว 38 ซม.ยาว 38 ม.2.พื้นที่รอบอาคารเรียนและอาคารประกอบ   -เทพื้น คสล. 648 ตร.ม.3.ลานเอนกประสงค์ 2 ที่   -เทพื้น คสล. 600 ตร.ม.4.ห้องส้วมครูใต้บันได 4 ห้อง   -เทคอนกรีต 24 ตร.ม.   -ปูกระเบื้อง96 ตร.ม.   -ประตูไม้เนื้อแข็ง ขนาด80x160 จำนวน 4 บาน5.เรือนเพาะชำ   -ถมดินยกระดับ 36 ลบ.ม.   -เสาคอนกรีต 9 ต้น6.สนามฟุตบอล   -ถมทรายอัดแน่น 500 ลบ.ม.   -วางท่อระบายน้ำขนาด  0.20 ม.8.ถนนคอนกรีตต่อเชื่อมอาคาร   -เทคอนกรีตเสริมเหล็ก36ลบ.ม.';'25010076';'นายวันชัยอุ่นสุข';'037202082';'037576099';;
'ปราจีนบุรี';'กบินทร์บุรี';'หาดนางแก้ว';'1473743';'1438500';'วัดหาดสูง';'น้ำท่วมอาคารเรียนและ
สนามกีฬาได้รับ
ความเสียหาย';'1 แห่ง';'1.ถมดินลูกรัง 600 ลบ.ม. 2.เทพื้น คสล. 150 ลบ.ม.';'25010123';'นางณัชชามุขศรี';;;;
'ปราจีนบุรี';'กบินทร์บุรี';'เมืองเก่า';'166071';'162100';'บ้านโคกหอม';'น้ำใหลท่วมขังส้วม/สนามกีฬาและบริเวณโรงเรียนได้รับความเสียหาย';'1 หลัง  1 แห่ง';'1.สนามภายในโรงเรียน -ถมดินลูกรัง 415 ลบ.ม.2.ส้วม แบบ สปช.601 ขนาด 4 ที่  - เปลี่ยนโถส้วมแบบนั่งราบ 4 ที่    -ปูกระเบื้องเคลือบ ขนาด 8x8" 52 ตร.ม.3.พื้นคอนกรีตทางเท้าบริเวณโรงเรียน -เทพื้น คสล. หนา 10 ซม.';'25010079';'นายพิพัฒน์  ปัทมเกตุ';'037283006';;;
'ปราจีนบุรี';'กบินทร์บุรี';'ย่านรี';'398940';'389400';'บ้านซ่ง';'น้ำใหลท่วมอาคารอ
เนกประสง๕และส้วม
ได้รับความเสียหาย';'1 หลัง  1 แห่ง';'1.ส้วม แบบ สปช.106/26 จำนวน 1 หลัง 4 ที่นั่ง  -ประตู+วงกบ ขนาด 0.60x180ม. พร้อมอุปกรณ์ 4 ชุด -หัวส้วมแบบนั่งยอง 47 ชุด  -เทพื้นคอนกรีตหยาบ 12 ลบ.ม.2.ทรายถมสนามเอนกประสงค์ ขนาด 16 ม. ยาว 4 ม.';'25010084';'นายชาญณรงค์  ศรีประเสริฐ';;;;
'ปราจีนบุรี';'กบินทร์บุรี';'กบินทร์';'423631';'413500';'วัดปากแพรก';'น้ำใหลท่วมอาคารเรียนและ
สนามกีฬาได้รับความเสียหาย';'1 หลัง  1 แห่ง';'1.ปรับพื้นอาคารเรียน 2 หลังพร้อมบริเวณโดยรอบและสนามฟุตบอล-ทรายถม 35 คัน -ดินลูกรัง 360 คัน 2.งานเปลี่ยนเสาอาคารเดิม   -เสาหน้า 6 ยาว 3 ม. 80 ต้น';'25010046';'นายกรัณย์เลี้ยงถนอม';;;;
'ปราจีนบุรี';'กบินทร์บุรี';'กบินทร์';'60241';'58800';'บ้านนางเลง';'น้ำใหลท่วมอาคารเรียน
สนามกีฬาได้รับ
ความเสียหาย';'1 หลัง  1 แห่ง';'1.ซ่อมแซมบันไดอาคารเรียน แบบป.ข 4 แผ่น2.เปลี่ยนไม้ฝาผนังหน้าหก ยาว 3 ม.5 แผ่น 3. เปลี่ยนไม้ลูกกรงศาลาเอนกประสงค์ 20 อัน4. ถมดินลูกรังบริเวณสนาม 20 คันรถ';'25010045';'นาง???????  ?????????????';'037288011';;;
'ปราจีนบุรี';'นาดี';'บุพราหมณ์';'249876';'243900';'บ้านทับลาน';'น้ำใหลท่วมอาคารเรียน/
บริเวณโรงเรียนได้รับความ
เสียหาย';'1 แห่ง';'1.งานทางเท้ารอบอาคารเรียน  -งานเทพื้น คสล.  ขนาด 1.50x62x0.08 ม.2.งานถมดินด้านหลังอาคาร    -งานดินถม 1,000 ลบ.ม. 3.งานโครงสร้างฝายแกนดินขนาด ยาว 10 ม';'25010148';'นายเกียรติศักดิ์ทัศคร';'037480018';;;
'ปราจีนบุรี';'นาดี';'แก่งดินสอ';'1085560';'1059600';'บ้านคลองมะไฟ';'น้ำใหลท่วมบริเวณโรงเรียน
และสนามกีฬาได้รับ
ความเสียหาย';'1 แห่ง';'1.ซ่อมเขื่อนกันดินพัง ยาว 200 ม.';'25010132';'นายปรีดากำลังดี';'037-480097';;;
'ปราจีนบุรี';'นาดี';'สำพันตา';'447707';'437000';'บ้านหนองแหน';'น้ำใหลท่วมสนามกีฬาและ
ถนนเข้าโรงเรียนได้รับ
ความเสียหาย';'1 แห่ง';'1.งานก่อสร้างถนนคอนกรีตเสริม เหล็ก   -เทพื้น คสล. 875 ตร.ม.';'25010152';'นายบัญชาพันเรือง';'037480090';'081758191';;
'ปราจีนบุรี';'นาดี';'สำพันตา';'215145';'210000';'วัดสารวนาราม';'น้ำใหลท่วมสนามกีฬาและ
ถนนเข้าโรงเรียนได้รับ
ความเสียหาย';'1 แห่ง';'1.ซ่อมแซมถนนคอนกรีต   -เทพื้น คสล. 420 ตร.ม.';'25010154';'นายชาญ                 ถิ่นยืนยง';;;;
'ปราจีนบุรี';'นาดี';'บุพราหมณ์';'1158402';'1130700';'บ้านขุนศรี';'น้ำใหลท่วมอาคารเรียน/รั้ว/
ถนนและสนามกีฬาของ
โรงเรียนได้รับความเสียหาย';'1 หลัง  1 แห่ง';'1.งานซ่อมแซมสนามกีฬาฟุตบอล   -ถมดิน 1,000 ลบ.ม.2.งานโครงสร้างรางระบายน้ำรูปตัวยูขนาดกว้าง 0.30 ม.สูง 0.30 ม. ยาว 253 ม.3.งานถนนคอนกรีตเสริมเหล็ก   -เทพื้น คสล. 4x47x0.15ม.4.ซ่อมแซมอาคารเรียน แบบ ป.1ก(3ห้องเรียน)และอาคารเรียนแบบป.1ก (2ห้องเรียน)   -เปลี่ยนหน้าต่าง 30 บาน   -เปลี่ยนประตู 4 บาน   -ปรับพื้นและปูกระเบื้องเคลือบ180 ตร.ม.5.งานโครงสร้างรั้วคอนกรีตพร้อมป้ายหินแกรนิตขนาด 2.5x4.00ม.';'25010144';'นายยุทธนาสำราญกิจ';'037480092';;;
'พิจิตร';'เมืองพิจิตร';'ฆะมัง';'2855282';'2787000';'วัดฆะมัง';'น้ำท่วมอาคารเรียน/อาคาร
อเนกประสงค์สนามกีฬา
และรั้วได้รับความเสียหาย';'2 หลัง';'พื้นปูกระเบื้องเคลือบ ,ถมดิน, เทถนน คสล., ทำกำแพงป้องกันน้ำ คสล.,รางระบายน้ำ คสล., เตาเผาขยะ';'66010006';'นาย?????????????';'056697143';'081604294';;
'พิจิตร';'เมืองพิจิตร';'ปากทาง';'1677619';'1637500';'วัดราชช้างขวัญ';'น้ำใหลท่วมอาคารเรียน
สนามกีฬาและถนนได้รับ
ความเสียหาย';'2  หลัง';'เทพื้น คสล, พื้นปูกระเบื้องเคลือบ,เปลี่ยนบานประตูไม้สักทึบ,ทาสี,ประตูเหล็กม้วนบานทึบ,ถมดิน';'66010026';'นายสมหมาย โตนาราง';'056610164';'081281029';;
'พิจิตร';'เมืองพิจิตร';'สายคำโห้';'575769';'562000';'บ้านสายคำโห้';'น้ำท่วมอาคารเรียนและรั้ว
ได้รับความเสียหาย';'3 หลัง
';'พื้นปูกระเบื้องเคลือบ, ทาสี,รั้วคอนกรีต';'66010047';'นายดิเรก ทับอินทร์';'056908074';'086202011';;
'พิจิตร';'เมืองพิจิตร';'หัวดง';'1378977';'1346000';'บ้านหัวดง';'น้ำทว่มอาคารเรียน/
อาคารอนเกประสงค์/
ส้วมและบริเวณโรงเรียน
ได้รับความเสีหาย';'3 หลัง
';'เทพื้น คสล.,คาน คสล.,พื้นปูกระเบื้องเคลือบ,ทาสี,เปลี่ยนประตู PVC,ทำคันดินกั้นน้ำ';'66010053';'นายเฉลิมชาติพฤกษะวัน';'056697094';'056697025';;
'พิจิตร';'เมืองพิจิตร';'ปากทาง';'1762140';'1720000';'วัดยางคอยเกลือ';'น้ำท่วมอาคารเรียน/อาคาร
อเนกประสงค์สนามกีฬา
และถนนได้รับความเสียหาย';'2 หลัง';'เปลี่ยนบานประตูไม้สักทึบ ,พื้นปูกระเบื้องเคลือบ, ทาสี,ถมดิน, เทถนน คสล.';'66010027';'นายวิเชียรบำรุงมา';'056613490';'081707200';;'ko_08@thaimail.com'
'พิจิตร';'ทับคล้อ';'เขาทราย';'90156';'88000';'วัดวังแดง';'น้ำท่วมขังสนามกีฬากีฬา
ได้รับความเสียหาย';'1 แห่ง';'ถมดิน';'66020120';'นายจรูญ  บุญรักษา';'056648025';;;
'พิจิตร';'สามง่าม';'กำแพงดิน';'248954';'243000';'บ้านวังโป่ง';'น้ำท่วมอาคารเรียนและ
บริเวณโรงเรียนได้รับ
ความเสียหาย';'1 หลัง';'เทพื้น คสล.,ประตูเหล็กดัดพร้อมวงกบเหล็ก,เปลี่ยนบานประตูไม้สักทึบ,ทาสี,ทำคันดินกั้นน้ำ';'66010117';'นายสุวิทย์ทองคำ';'-';'-';'-';
'พิจิตร';'เมืองพิจิตร';'หัวดง';'814478';'795000';'บ้านเนินยาว';'น้ำท่วมขังอาคารเรียน/
อาคารอเนกประสงค์และ
สนามกีฬาได้รับความเสียหาย';'2 หลัง';'ทาสี, เทพื้นคอนกรีต,พื้นปูกระเบื้องเคลือบ,เปลี่ยนบานประตูไม้สักทึบ,ถมดิน';'66010051';'นางไฉน กรุดอินทร์';'054863300';'089858128';;
'พิจิตร';'เมืองพิจิตร';'ป่ามะคาบ';'922050';'900000';'วัดเนินสมอ(พินิจวิทยา)';'น้ำท่วมอาคารเรียน/อาคาร
อเนกประสงค์/ส้วม
ได้รับความเสียหาย';'4 หลัง';'เปลี่ยนบานประตูไม้สักทึบ, ทาสี,ประตูเหล็กบานยืด,พื้นปูกระเบื้องเคลือบ,ถมดิน,เทพื้น คสล.,เปลี่ยนเสา คสล. ทาสี';'66010030';'นาง???????????????';'056613480';'086734736';;
'พิจิตร';'เมืองพิจิตร';'ฆะมัง';'1372830';'1340000';'วัดสามขา';'น้ำใหลท่วมอาคารเรียนและ
รั้วได้รับความเสียหาย';' 1 หลัง';'เปลี่ยนเสา คสล.,ถมดิน, เปลี่ยนฝาไม้, รั้วคอนกรีตบล๊อค';'66010008';'นาย??????????????';'056672233';'081533770';;
'พิจิตร';'สามง่าม';'สามง่าม';'488687';'477000';'วัดรายชะโด';'น้ำท่วมขังอาคารเรียน/
โรงอาหาร/ส้วมได้
รับความเสียหาย';'5 หลัง';'เปลี่ยนบันไดไม้, พื้นปูกระเบื้องเคลือบ,สุขภัณฑ์ห้องน้ำ,เปลี่ยนบานประตูไม้สักทึบ';'66010143';'นายฉลองศักดิ์บุรีวงศ์';'056691195';;;
'พิจิตร';'เมืองพิจิตร';'บ้านบุ่ง';'456927';'446000';'บ้านไดชุมแสง';'น้ำท่วมอาคารเรียน/อาคาร
อเนกประสงค์และบริเวณ
โรงเรียนได้รับความเสียหาย';' 2 หลัง';'เปลี่ยนบานประตูไม้สักทึบ เปลี่ยนบานหน้าต่างไม้สักทึบ, ทาสี, พื้นปูกระเบื้องเคลือบ, ถมดินลูกลัง,ประตูเหล็กม้วนทึบ';'66010024';'นาย????????????';'056685145';'087201747';;
'พิจิตร';'เมืองพิจิตร';'ป่ามะคาบ';'259199';'253000';'วัดป่ามะคาบ(สามัคคีพิทยาคาร)';'น้ำใหลท่วมอาคารเรียนบริเวณโรงเรียนได้รับ
ความเสียหาย';' 2 หลัง';'ถมดินทำคันกั้นน้ำ,ถมดินลูกลัง,พื้นปูกระเบื้องเคลือบ';'66010032';'นาย?????????????';'056671338';;;
'พิจิตร';'เมืองพิจิตร';'ท่าฬ่อ';'1393320';'1360000';'วัดวังมะเดื่อ';'น้ำใหลท่วมอาคารเรียนและ
รั้วได้รับความเสียหาย';' 2 หลัง';'เปลี่ยนเสา คสล.,ถมดิน, รั้วคอนกรีตบล็อค';'66010018';'นาย???????? ???????';'056652714';'081534116';;'kt_06@thaimail.com'
'พิจิตร';'เมืองพิจิตร';'หัวดง';'915903';'894000';'วัดลำชะล่า';'น้ำท่วมอาคารเรียน/ส้วม
และสนามกีฬาได้รับ
ความเสียหาย';'2 หลัง';'พื้นปูกระเบื้องเคลือบ ,เปลี่ยนบานประตูไม้สักทึบ,ทาสี ฝาไม้,ถมดินลูกลัง';'66010055';'นางคมคายจันทร์กลิ่น';'056';'618';'2';
'พิจิตร';'เมืองพิจิตร';'คลองคะเชนทร์';'690513';'674000';'วัดคลองโนน';'น้ำท่วมอาคารเรียน/ส้วม/ถนน/
สนามกีฬาได้รับความ
เสียหาย';'1 หลัง';'เทถนน คสล., เปลี่ยนบานประตูไม้สักทึบ,ถมดิน';'66010004';'นาย????????????????????????';'056601131';'089642979';'056601131';
'พิจิตร';'สามง่าม';'สามง่าม';'90156';'88000';'วัดวังแดง';'น้ำท่วมขังสนามกีฬากีฬา
ได้รับความเสียหาย';'1 แห่ง';'ถมดิน';'66010141';'นายโปรดเต็งประเสริฐ';'056665572';;;
'พิจิตร';'โพธิ์ประทับช้าง';'ไผ่ท่าโพ';'1199690';'1171000';'วัดบ้านลำนัง';'น้ำท่วมขังอาคารเรียนและบริเวณโรงเรียนได้รับ
ความเสียหาย';'1 หลัง';'ทำคันดินกั้นน้ำ,ถมดินลูกลัง,ประตูบานสวิง  กระจกใส,เปลี่ยนบานประตูไม้สักทึบ,พื้นไม้เนื้อแข็ง,เทพื้น คสล.';'66010099';'นายอารีย์  ทะจะกัน';'097';'026';;'s4099031'
'พิจิตร';'สามง่าม';'รังนก';'1922987';'1877000';'วัดจระเข้ผอม';'น้ำท่วมอาคารเรรยน/ส้วม/
โรงอาหารได้รับความเสียหาย';'5 หลัง';'เปลี่ยนเสา คสล.,ถมดิน,เทพื้น คสล.,เปลี่ยนยันไดไม้ ฝาไม้, ทาสี,,เปลี่ยนบานประตูไม้สักทึบ,พื้นปูกระเบื้องเคลือบ,เทถนน คสล.';'66010133';'นายอดิศรทิพย์ทำ';'056850006';;;
'พิจิตร';'โพธิ์ประทับช้าง';'ไผ่ท่าโพ';'1723209';'1682000';'วัดบ้านไผ่ท่าโพใต้';'น้ำท่วมขังอาคารเรียน/
อาคารอเนกประสงค์และถนนได้รับความเสียหาย';'4 หลัง';'พื้นปูกระเบื้องเคลือบ,เปลี่ยนบานประตูไม้สักทึบ เปลี่ยนบานหน้าต่างไม้สักทึบ,เปลี่ยนประตูเหล็กม้วน,เทถนน คสล.,เทพื้น คสล.,ทำคันดินกั้นน้ำ';'66010098';'นายธรรมเนียมเพ็ชรพงษ์';'056689073';'056689267';;
'พิจิตร';'เมืองพิจิตร';'ป่ามะคาบ';'434388';'424000';'บ้านท่ามะไฟ';'น้ำท่วมอาคารเรียน/สนาม/
ส้วม/ถนนได้รับความเสียหาย';'2 หลัง';'ถมดิน,วางท่อ คสล.,,เปลี่ยนบานประตูไม้สักทึบ,ทาสี,พื้นปูกระเบื้องเคลือบ,เทถนน คสล.';'66010031';'นาย???????????????';'056671341';'081605161';;
'พิจิตร';'วังทรายพูน';'หนองปลาไหล';'2466996';'2408000';'บ้านท่ากระดาน';'น้ำใหลท่วมอาคารเรียน/อาคารอเนกประสงค์/สนามกีฬา/ถนนและรั้วได้รับความเสียหาย';'3 หลัง';'เปลี่ยนบานประตูไม้สักทึบ เปลี่ยนบานหน้าต่างไม้สักทึบพร้อมวงกบ,ทาสี,เทถนน คสล.,ถมดิน,รั้วคอนกรีตบล็อค';'66010070';'นายวิโรจน์ เรือนสวัสดิ์';'056610049';;;
'พิจิตร';'เมืองพิจิตร';'ท่าหลวง';'137181';'133900';'บึงสีไฟ';'น้ำท่วมอาคารอเนกประสงค์
ได้รับความเสียหาย';'1 หลัง';'บานประตูเหล็ก ,พื้นปูกระเบื้องเคลือบ,ทาสี';'66010017';'นาง??????????????????';'056';'613';;
'พิจิตร';'สามง่าม';'กำแพงดิน';'1070603';'1045000';'วัดศรีศรัทธาราม';'น้ำท่วมอาคารเรียน/อาคาร
อเนกประสงค์และบริเวณ
โรงเรียนได้รับความเสียหาย';'4 หลัง';'ถมดิน,เทพื้น คสล.,ทาสี,เปลี่ยนบานประตูไม้สักทึบ';'66010121';'นายสุมิตรการเที่ยง';'056673173';'056850008';;
'พิจิตร';'สามง่าม';'สามง่าม';'438486';'428000';'บ้านวังลูกช้าง';'น้ำท่วมอาคารเรียน/อาคาร
อเนกประสงค์และถนนได้
รับความเสียหาย';'2 หลัง';'เทถนนคอนกรีต,พื้นปูกระเบื้องเคลือบ';'66010137';'นาย ';'056614212';;;
'พิจิตร';'เมืองพิจิตร';'ป่ามะคาบ';'215145';'210000';'บ้านคลองอุดม';'น้ำใหลท่วมถนนเข้าโรงเรียน
ได้รับความเสียหาย';'1 แห่ง';'เทถนน คสล.';'66010028';'นาย???????????????????';'056671342';;;
'พิจิตร';'โพธิ์ประทับช้าง';'เนินสว่าง';'283787';'277000';'บ้านเนินขวาง';'น้ำใหลท่วมถนนเข้าโรงเรียน
ได้รับความเสียหาย';'1 แห่ง';'เทถนนคอนกรีต';'66010091';'นายไพบูลย์อยู่สุข';;;;
'พิจิตร';'สามง่าม';'เนินปอ';'369845';'361000';'บ้านเนินพยอม';'น้ำท่วมอาคารเรียน/อเนก
ประสงค์ได้รับความเสียหาย';'2 หลัง';'เทพื้น คสล.,ทาสี ,เทถนน คสล.,พื้นปูกระเบื้องเคลือบ';'66010127';'นายสุวัฒน์ คำดา';'080';'5116';;
'พิจิตร';'โพธิ์ประทับช้าง';'โพธิ์ประทับช้าง';'705881';'689000';'วัดท่าบัวทอง';'น้ำใหลท่วมอาคารเรียน/อาคารอเนกประสงค์ส้วม/ถนนและรั้วได้รับความเสียหาย';'6 หลัง';'พื้นปูกระเบื้องเคลือบ,ทาสี,เปลี่ยนบานประตูไม้สักทึบ,เทถนน คสล.';'66010109';'นายเสรี  รอดขาว';'056';'689';;'seri_rk@yahoo.co.th'
'พิจิตร';'โพธิ์ประทับช้าง';'วังจิก';'1103387';'1077000';'ชุมชนวัดวังจิก';'น้ำท่วมอาคารเรียน/อาคารอเนกประสงค์และ
ถนนได้รับความ
เสียหาย';'1 หลัง';'ทาสี,พื้นปูกระเบื้องเคลือบ,เทถนนคอนกรีต';'66010114';'นายวันชัยงามสม';'056670232';'056618438';;
'พิจิตร';'สามง่าม';'รังนก';'1011182';'987000';'บ้านหนองน้ำเขียว';'น้ำท่วมขังอาคารเรียนและ
ส้วมได้รับความเสียหาย';'2 หลัง';'พื้นปูกระเบื้องเคลือบ,เปลี่ยนบานประตูไม้สักทึบ,ทาสี,เทถนนคอนกรีต,ถมดิน,เปลี่ยนบานประตูพร้อมวงกบ สุขภัณฑ์ห้องน้ำ';'66010134';'นายนพดลเมืองสอง';'081';'280';;
'พิจิตร';'วังทรายพูน';'หนองปลาไหล';'783743';'765000';'บ้านหนองปลาไหล';'น้ำท่วมขังอาคาร
อเนกประสงค์และสนาม
กีฬาได้รับความเสียหาย';'1 แห่ง';'เทถนนคอนกรีต,รางระบายน้ำ คสล.,เทพื้น คสล.';'66010071';'นายศักดิ์ชัยร่งเรือง';'056658113';;;
'พิจิตร';'โพธิ์ประทับช้าง';'วังจิก';'102450';'100000';'วัดราษฎร์บูรณะ';'น้ำท่วมอาคารเรียนได้รับความ
เสียหาย';'1 หลัง';'ทาสี';'66010115';'นายธงชัยสุรัตน์สุขเกษม';;;;
'พิจิตร';'วชิรบารมี';'หนองหลุม';'1617071';'1578400';'วัดกลางวงศ์มณี';'น้ำใหลท่วมอาคารเรียน/ส้วม/ถนนได้รับความเสียหาย';'2 หลัง';'เทถนน คสล.,ทำคันดินกั้นน้ำ,พื้นปูกระเบื้องเคลือบ,เปลี่ยนบานประตูไม้สักทึบ,ทาสี,เปลี่ยนเสา คสล.';'66010187';'นายไพโรจน์ทิพย์กองลาศ';;;;
'พิจิตร';'โพธิ์ประทับช้าง';'ไผ่รอบ';'1415859';'1382000';'บ้านใดโพธิ์(เงิน-ทองย้อย)';'น้ำใหลท่วมอาคารเรียน/อาคารอเนกประสงค์ส้วม/สนามกีฬาและรั้วได้รับความเสียหาย';'3 หลัง';'ทาสี,เปลี่ยนบานประตูไม้สักทึบ,เปลี่ยนประตูเหล็กบานยืด,พื้นปูกระเบื้องเคลือบ,สุขภัณฑ์ห้องน้ำ,ถมดิน,รั้วคอนกรีต';'66010108';'นายสมศักดิ์สร้อยสนธิ์';'056670272';;;
'พิจิตร';'โพทะเล';'ทะนง';'703832';'687000';'วัดบ้านไร่';'น้ำท่วมขังสนามกีฬาและ
ถนนได้รับความเสียหาย';'2 แห่ง';'ถมดิน,เทถนนคอนกรีต';'66020176';'เด็กชาย';'056850023';'null';'056991572';'\\N'
'พิจิตร';'วชิรบารมี';'วังโมกข์';'578843';'565000';'บ้านโนนทอง';'น้ำท่วมอาคารเรียน/
อเนกประสงค์และบริเวณ
โรงเรียนได้รับความเสียหาย';'2 หลัง';'ทำคันดินกั้นน้ำ,ผนังอิฐมอญ,เทพื้น คสล.,พื้นปูกระเบื้องเคลือบ';'66010180';'นายสุเนตรพินิจสงคราม';'056';'692';;
'พิจิตร';'เมืองพิจิตร';'ย่านยาว';'343208';'335000';'บ้านวังกระดี่ทอง';'น้ำท่วมขังถนนเข้าโรงเรียน
